alpha,beta,aromatic,idx
1.5737534603656917,3.10432045846582e-05,True,0
0.054047852759116374,-0.21550615700064416,False,1
1.5696320613842791,0.0005907088316434827,True,2
1.5708441361550591,-0.016975616293091248,True,3
1.5969943718363977,0.047860616244629416,True,4
1.5775599918400978,0.009516225940247175,True,4
1.9655153938270868,-0.001545296321130218,False,5
1.534772703076242,0.128174629769641,False,6
1.5636097401742686,-0.0015887843311386766,True,7
1.5696107692221553,0.00021674669689011726,True,8
1.569094339315993,0.03606560798082826,True,9
1.6192209134503524,0.04870512089682563,True,10
1.6191507510740604,0.04867900330717206,True,10
1.5729272704283144,-7.57019618613459e-05,True,11
1.5707843634137213,-9.559863180782919e-05,True,12
1.5492638202060987,0.05414107666897691,True,13
1.5643212866691882,0.02313961083877693,True,14
1.5702251854470233,-3.813152975191872e-05,True,15
1.5707484586034595,-0.00919769771051274,True,16
1.578271638714518,-0.015478441648087206,True,17
1.5654071311086424,-0.010186895357716464,True,18
1.5980946632055577,-0.09269379390889647,True,19
1.5708023513755682,0.054952717091650415,True,20
1.5711680980181162,0.05498079503554791,True,20
1.5674130306585083,0.0025718794550868844,True,21
1.5760791095912303,-0.0026317578810420034,True,22
1.5708246146624802,-8.30351719813034e-05,True,23
1.570535368880164,-0.00011444377377499471,True,23
1.5710171577701384,8.765634907439179e-05,True,23
0.02132404432010773,1.803009677373497,False,24
1.5656447039800903,-0.028455233972999823,True,25
1.5694123696050042,0.008812236979541171,True,26
1.5509576988738412,-0.026616304798271755,True,27
1.5724460056003526,-0.0003696985165179572,True,27
1.5895699349656196,0.027145757997643488,True,27
1.5619491015400226,-0.0011388699338008427,True,28
1.5688233982876467,-0.0008727728872731163,True,29
1.5682539615591768,-7.83177756578553e-05,True,29
1.594759373753326,-0.003827563772572193,True,30
1.6479818598826768,0.032884362550012154,True,31
1.5707489746045469,0.014268606056501673,True,32
1.5643567815719115,0.027928668275902006,True,33
1.5711455180019924,-4.733345634890283e-05,True,34
1.5709041395771381,-9.941632409290773e-05,True,35
1.4810705227808283,-0.02445400982109106,True,36
1.5712804559111777,-0.03365309324934117,True,37
1.7939460160951237,-0.13226571066226625,True,38
1.5767830304191495,-0.001976557869536076,True,39
1.5732475805363075,-0.000671278430731264,True,41
1.5732787647000634,-0.0007616147055558628,True,41
1.5729260633009456,0.0016249569545810152,True,42
1.568783338112846,-0.0013745853050029211,True,42
1.5712283426344116,-0.000816812288799912,True,43
1.5688787008823275,0.019496093278316202,True,44
1.5653959404919475,0.02567349802921255,True,44
1.774074255890429,-0.008516603524472945,False,45
1.562001541056847,-0.013210128518601835,True,46
1.6296410210562515,0.020849427481678576,True,46
1.5700887827536287,3.91500874568131e-05,True,47
1.5689670101776092,-0.030836722968105797,True,48
1.5686912644813924,-0.04352560938623541,True,49
1.5650107697857696,-0.0005710871694119691,True,50
1.5762881969726243,0.0006426421816702418,True,50
1.568518836449303,0.03172399692926442,True,51
1.5706845661935838,0.027832443729150416,True,52
1.572701917837011,-0.021110239582628282,True,53
1.5724933672372565,-0.02102421912241609,True,53
1.5720616681603319,-0.021043375463795522,True,53
1.573352126012341,0.0008308688211674385,True,54
1.570841941524344,0.02795127762176551,True,55
1.0824591590527535,-0.15243930221353408,False,56
1.7093584596030638,0.10427114734034673,True,57
1.5594397716617125,0.027691783917565205,True,58
1.5885727142900405,-0.007309269658203238,True,59
1.588541288525422,0.0073324493255947235,True,59
1.5883074504005203,-0.007047482997356713,True,59
1.5884563252896402,0.007262508628454477,True,59
1.5807237780667758,0.016418751442814548,True,60
1.5368957543155624,0.0031450485620639172,True,61
1.5757346080757386,-0.03420900475753848,True,62
1.5702853893310684,-0.00031387237962486435,True,62
1.563535243866981,0.05097220663576016,True,63
1.5698915896947034,-4.280928070969738e-05,True,64
1.5655047208086266,-0.003581279108162429,True,64
1.3625228225483004,0.021861742395619898,True,65
1.569325655418291,-0.006992725826057011,True,66
1.5706634436483675,0.023404466660989037,True,66
1.5615160496325402,0.0016306491971558063,True,67
1.570352649281971,-0.006816610600383724,True,68
1.5707249300287767,0.0063409722984133715,True,69
1.5736504155434885,0.000186553208208055,True,70
1.6741124096187894,-0.050297976172094104,False,71
1.552153023416893,0.020409029211061292,True,72
1.6076030340619838,-0.10014079780522493,False,73
1.5131564602696372,-0.019425436296533306,True,74
1.565429301230115,-0.003701243034458083,True,75
1.58666500607615,0.002496591693947104,True,76
1.4692873338939123,-0.005069821177796051,True,77
1.5714117636784557,0.00535647631092282,True,78
1.5731699810283641,-0.002977554484037741,True,78
1.5691053472291925,0.022796605962359176,True,79
1.593456297778345,-0.01385895597103618,True,80
1.5479249895812173,0.01406027656582173,True,80
1.541867553031049,0.049008500221441216,True,81
1.599839885771169,-0.04866034703592982,True,81
1.5417808751071478,0.04873283642074813,True,81
1.541768408172808,0.048732157320316764,True,81
1.8601942833632505,0.011564971275851132,False,82
1.586970603745969,-6.712848933096684e-05,True,83
1.5687636361141633,-0.0012283253586960316,True,84
1.5687883601351733,0.0005344187355576871,True,84
1.5730912063199882,0.0316909370372493,True,85
1.568306906224547,0.03536689080674239,True,86
2.6886886754702624,-0.48093019535546444,False,87
1.5708133388715575,-0.06683040712678251,False,88
1.5743787195928705,0.010344563380070955,True,89
1.5707149400601466,-0.04219442664700687,True,90
1.5700881695928723,-0.023156339293553332,True,91
1.5604222537403645,-0.0008322762502394997,True,92
1.5614293358666795,-0.0006987266330203786,True,92
1.6043982914212658,-0.030194295580259316,True,93
1.5675538785222762,-0.029110267402257414,True,94
1.5915657469728068,0.01358228788790546,True,95
1.5270432920035544,0.06855306743481188,True,96
1.5243573560354053,-0.03254632037546667,True,97
1.573239957745553,-0.0013773085056667327,True,98
1.5689602502378377,0.001205766603799444,True,98
1.5729243654833491,-0.001274313255381804,True,98
1.5764738823618047,0.012826744772371012,True,99
1.5984232916425283,0.030913514787419275,True,99
1.5669253702413937,-0.04522416693981625,True,100
1.5737013294755133,0.03419353820508771,True,101
1.5853978912499924,0.0443312848343874,True,102
1.4553200847634218,0.07263483385519255,False,103
0.9755027850527705,0.043745963213392795,False,104
1.555611133397013,-0.08260418963946044,False,105
1.5555287063729195,0.0828877679596114,False,105
1.5683250817776433,0.025325650125268877,True,106
1.5776986587340607,0.0020184157970250796,True,107
1.548077454917131,-0.10570347241790878,True,108
1.569680874297734,-0.025198300521840234,True,109
1.5772879445925525,0.001751454786068291,True,110
1.6083402621363498,-0.04862030544480468,True,111
1.5705221645780438,0.015013395298014544,True,112
1.569079506581521,-0.03656297616576003,True,113
1.5729973766578667,-0.03149473264728816,True,114
1.5622671122868097,0.002868358802121822,True,115
1.57707340527913,-0.0007234505202619716,True,116
1.5689604053604886,-0.025006596671113254,True,117
1.570912181513009,0.0033189532803445075,True,118
1.5793371684549404,0.00019506804195264303,True,119
1.561416338784183,-0.05393828155599905,True,119
1.5634602037353447,0.05273633256769803,True,119
1.5710739935376314,-0.001964794946814863,True,120
1.580318371884279,0.015933382145775974,True,121
1.6127633667346437,-0.027244659360515885,True,122
