alpha,beta,aromatic,idx
1.5255323234062663,0.009824368651737421,True,0
1.5311308109385624,0.009459581786427867,True,1
1.612122994185853,0.0025690172684725027,True,2
1.5201337536216328,0.06006506011412895,True,3
1.5374596260905375,5.195219206195872e-05,True,4
1.60636009687899,-0.09458763920655731,False,5
1.6110240358534753,-0.1100175384560273,False,6
1.5518224748265759,0.006745761663994518,True,7
1.5156134049401833,0.04897985234739885,True,8
1.6059761464281523,0.02933551828756084,True,9
1.6271491588196743,0.0006033793069383345,True,10
1.5140198523004422,-0.0005465989872584226,True,10
1.4810766567819529,-0.018595078748812985,False,11
1.3770789075830219,0.006693638366609373,False,12
1.5604381696110374,0.03632539487064862,True,13
1.5377081360675044,-0.09515922612324981,False,14
1.5525449212980607,-0.010068760054468339,False,15
1.5588837316739246,0.00031542587867791334,True,16
1.5590795227968717,0.004337789799334201,True,17
1.6204599936833182,0.06470228861102859,True,18
1.6711181077416537,-0.11359774851803638,False,19
1.5119077376234251,0.03648179596616801,True,20
1.611119406040937,-0.0038803661044630416,True,21
1.5716136228974154,-0.11390133616686385,False,22
1.5386544916001863,-0.09227204218341004,False,23
1.5564870161011637,-0.03555510039878122,True,24
1.510588920076141,-0.04875977902589739,True,25
1.667593256116372,-0.0673694376443213,False,26
1.517990878560003,0.044944521321485915,True,27
1.5539494631632582,0.05827334573597758,True,28
1.5277010777992193,-0.0011105386513101687,True,29
1.585593405466404,-0.004262169745032911,True,30
1.5558739502954653,0.004288057288178531,True,30
1.4671467232187283,0.06463454251682677,True,31
1.6291789820122315,-0.03459120269744103,False,32
1.5946797002966318,-0.074937436503252,True,33
1.4885446714581132,0.017696834890852924,False,34
1.5700593475482973,0.07561191731308403,True,35
1.6251627275359006,0.0019544766860935306,True,36
1.5170958237653163,-0.000587334598065353,True,37
1.5172647911572592,0.0005960623684366553,True,37
1.6535328089823604,0.11683629088294069,False,38
1.5196008209055927,-0.01313606560962241,True,39
1.6230573556967394,0.0004425246652580983,True,40
1.546943884112787,-0.010960615289503026,True,41
1.6206822485554089,-0.06091993791005087,True,42
1.6104048647652738,-0.02029324284043337,True,43
1.631044146426721,0.009003400999084596,True,44
1.5150153630936936,0.0009592539236920432,True,45
1.5228539080682508,0.0003820149765170087,True,46
1.5431047096884507,-0.030424150739922124,True,47
1.548761540760066,2.117622097368613e-06,True,48
1.642054319911582,-0.10503899685854137,False,49
1.6755485882644654,-0.11010966475842601,False,50
1.5674621788826935,-0.08032235901697893,False,51
1.5813994595570564,0.0018575419361018986,True,52
1.606777777971011,0.018295634957886036,False,53
1.554595489735243,0.03552558347752847,True,54
1.5071056943328431,0.005941987358966263,True,55
1.646087719397083,0.0197702731366652,True,55
1.5967329408998603,-0.005716529220092192,True,56
1.6241028031185831,0.059563935596377494,True,57
1.5035266092313868,0.07328697961369367,True,58
1.6258468073441414,-0.000726089711774731,True,59
1.6427822883677836,-0.08953990444871104,False,60
1.5535301819522838,-0.032926476557802606,True,61
1.5423718093819958,0.02049425033037395,True,62
